,X,Y
0,1348,1348
1,1348,1348
2,1348,1348
3,1348,1348
4,1348,1348
5,1348,1348
6,1348,1348
7,1348,1348
8,1349,1349
9,1349,1349
10,1349,1349
11,1349,1349
12,1349,1349
13,1349,1349
14,1349,1349
15,1349,1349
16,1350,1350
17,1350,1350
18,1350,1350
19,1350,1350
20,1350,1350
21,1350,1350
22,1350,1350
23,1350,1350
24,1351,1351
25,1351,1351
26,1351,1351
27,1351,1351
28,1351,1351
29,1351,1351
30,1351,1351
31,1351,1351
32,1352,1352
33,1352,1352
34,1352,1352
35,1352,1352
36,1352,1352
37,1352,1352
38,1352,1352
39,1352,1352
40,1353,1353
41,1353,1353
42,1353,1353
43,1353,1353
44,1353,1353
45,1353,1353
46,1353,1353
47,1353,1353
