,X,Y
0,10877,6433
1,10877,6434
2,10877,6435
3,10877,6436
4,10877,6437
5,10877,6438
6,10877,6439
7,10877,6440
8,10877,6441
9,10877,6442
10,10877,6443
11,10877,6444
12,10877,6445
13,10877,6446
14,10877,6447
15,10877,6448
16,10877,6449
17,10877,6450
18,10877,6451
19,10877,6452
20,10877,6453
21,10877,6454
22,10877,6455
23,10877,6456
24,10877,6457
25,10877,6458
26,10877,6459
27,10877,6460
28,10877,6461
29,10877,6462
30,10877,6463
31,10877,6464
32,10877,6465
33,10877,6466
34,10877,6467
35,10877,6468
36,10877,6469
37,10877,6470
38,10877,6471
39,10877,6472
40,10877,6473
41,10877,6474
42,10877,6475
43,10877,6476
44,10877,6477
45,10877,6478
46,10877,6479
47,10877,6480
48,10877,6481
49,10877,6482
50,10877,6483
51,10877,6484
52,10877,6485
53,10877,6486
54,10877,6487
55,10877,6488
56,10877,6489
57,10878,6433
58,10878,6434
59,10878,6435
60,10878,6436
61,10878,6437
62,10878,6438
63,10878,6439
64,10878,6440
65,10878,6441
66,10878,6442
67,10878,6443
68,10878,6444
69,10878,6445
70,10878,6446
71,10878,6447
72,10878,6448
73,10878,6449
74,10878,6450
75,10878,6451
76,10878,6452
77,10878,6453
78,10878,6454
79,10878,6455
80,10878,6456
81,10878,6457
82,10878,6458
83,10878,6459
84,10878,6460
85,10878,6461
86,10878,6462
87,10878,6463
88,10878,6464
89,10878,6465
90,10878,6466
91,10878,6467
92,10878,6468
93,10878,6469
94,10878,6470
95,10878,6471
96,10878,6472
97,10878,6473
98,10878,6474
99,10878,6475
100,10878,6476
101,10878,6477
102,10878,6478
103,10878,6479
104,10878,6480
105,10878,6481
106,10878,6482
107,10878,6483
108,10878,6484
109,10878,6485
110,10878,6486
111,10878,6487
112,10878,6488
113,10878,6489
114,10879,6433
115,10879,6434
116,10879,6435
117,10879,6436
118,10879,6437
119,10879,6438
120,10879,6439
121,10879,6440
122,10879,6441
123,10879,6442
124,10879,6443
125,10879,6444
126,10879,6445
127,10879,6446
128,10879,6447
129,10879,6448
130,10879,6449
131,10879,6450
132,10879,6451
133,10879,6452
134,10879,6453
135,10879,6454
136,10879,6455
137,10879,6456
138,10879,6457
139,10879,6458
140,10879,6459
141,10879,6460
142,10879,6461
143,10879,6462
144,10879,6463
145,10879,6464
146,10879,6465
147,10879,6466
148,10879,6467
149,10879,6468
150,10879,6469
151,10879,6470
152,10879,6471
153,10879,6472
154,10879,6473
155,10879,6474
156,10879,6475
157,10879,6476
158,10879,6477
159,10879,6478
160,10879,6479
161,10879,6480
162,10879,6481
163,10879,6482
164,10879,6483
165,10879,6484
166,10879,6485
167,10879,6486
168,10879,6487
169,10879,6488
170,10879,6489
171,10880,6433
172,10880,6434
173,10880,6435
174,10880,6436
175,10880,6437
176,10880,6438
177,10880,6439
178,10880,6440
179,10880,6441
180,10880,6442
181,10880,6443
182,10880,6444
183,10880,6445
184,10880,6446
185,10880,6447
186,10880,6448
187,10880,6449
188,10880,6450
189,10880,6451
190,10880,6452
191,10880,6453
