,X,Y
0,336967,219638
1,336967,219639
2,336968,219638
3,336968,219639
4,336968,219640
5,336969,219638
6,336969,219639
7,336969,219640
8,336969,219641
9,336970,219638
10,336970,219639
11,336970,219640
12,336970,219641
13,336970,219642
14,336970,219643
15,336971,219638
16,336971,219639
17,336971,219640
18,336971,219641
19,336971,219642
20,336971,219643
21,336971,219644
22,336971,219645
23,336972,219638
24,336972,219639
25,336972,219640
26,336972,219641
27,336972,219642
28,336972,219643
29,336972,219644
30,336972,219645
31,336972,219646
32,336972,219647
33,336973,219638
34,336973,219639
35,336973,219640
36,336973,219641
37,336973,219642
38,336973,219643
39,336973,219644
40,336973,219645
41,336973,219646
42,336973,219647
43,336973,219648
44,336973,219649
45,336974,219638
46,336974,219639
47,336974,219640
48,336974,219641
49,336974,219642
50,336974,219643
51,336974,219644
52,336974,219645
53,336974,219646
54,336974,219647
55,336974,219648
56,336974,219649
57,336974,219650
58,336974,219651
59,336974,219656
60,336974,219657
61,336974,219658
62,336975,219638
63,336975,219639
64,336975,219640
65,336975,219641
66,336975,219642
67,336975,219643
68,336975,219644
69,336975,219645
70,336975,219646
71,336975,219647
72,336975,219648
73,336975,219649
74,336975,219650
75,336975,219651
76,336975,219652
77,336975,219653
78,336975,219654
79,336975,219655
80,336975,219656
81,336975,219657
82,336975,219658
83,336975,219659
84,336975,219660
85,336975,219661
86,336976,219638
87,336976,219639
88,336976,219640
89,336976,219641
90,336976,219642
91,336976,219643
92,336976,219644
93,336976,219645
94,336976,219646
95,336976,219647
96,336976,219648
97,336976,219649
98,336976,219650
99,336976,219651
100,336976,219652
101,336976,219653
102,336976,219654
103,336976,219655
104,336976,219656
105,336976,219657
106,336976,219658
107,336976,219659
108,336976,219660
109,336976,219661
110,336976,219662
111,336977,219638
112,336977,219639
113,336977,219640
114,336977,219641
115,336977,219642
116,336977,219643
117,336977,219644
118,336977,219645
119,336977,219646
120,336977,219647
121,336977,219648
122,336977,219649
123,336977,219650
124,336977,219651
125,336977,219652
126,336977,219653
127,336977,219654
128,336977,219655
129,336977,219656
130,336977,219657
131,336977,219658
132,336977,219659
133,336977,219660
134,336977,219661
135,336977,219662
136,336977,219663
137,336977,219664
138,336978,219638
139,336978,219639
140,336978,219640
141,336978,219641
142,336978,219642
143,336978,219643
144,336978,219644
145,336978,219645
146,336978,219646
147,336978,219647
148,336978,219648
149,336978,219649
150,336978,219650
151,336978,219651
152,336978,219652
153,336978,219653
154,336978,219654
155,336978,219655
156,336978,219656
157,336978,219657
158,336978,219658
159,336978,219659
160,336978,219660
161,336978,219661
162,336978,219662
163,336978,219663
164,336978,219664
165,336978,219665
166,336978,219666
167,336979,219638
168,336979,219639
169,336979,219640
170,336979,219641
171,336979,219642
172,336979,219643
173,336979,219644
174,336979,219645
175,336979,219646
176,336979,219647
177,336979,219648
178,336979,219649
179,336979,219650
180,336979,219651
181,336979,219652
182,336979,219653
183,336979,219654
184,336979,219655
185,336979,219656
186,336979,219657
187,336979,219658
188,336979,219659
189,336979,219660
190,336979,219661
191,336979,219662
192,336979,219663
193,336979,219664
194,336979,219665
195,336979,219666
196,336979,219667
197,336979,219668
198,336979,219669
199,336980,219638
200,336980,219639
201,336980,219640
202,336980,219641
203,336980,219642
204,336980,219643
205,336980,219644
206,336980,219645
207,336980,219646
208,336980,219647
209,336980,219648
210,336980,219649
211,336980,219650
212,336980,219651
213,336980,219652
214,336980,219653
215,336980,219654
216,336980,219655
217,336980,219656
218,336980,219657
219,336980,219658
220,336980,219659
221,336980,219660
222,336980,219661
223,336980,219662
224,336980,219663
225,336980,219664
226,336980,219665
227,336980,219666
228,336980,219667
229,336980,219668
230,336980,219669
231,336980,219670
232,336980,219671
233,336981,219638
234,336981,219639
235,336981,219640
236,336981,219641
237,336981,219642
238,336981,219643
239,336981,219644
240,336981,219645
241,336981,219646
242,336981,219647
243,336981,219648
244,336981,219649
245,336981,219650
246,336981,219651
247,336981,219652
248,336981,219653
249,336981,219654
250,336981,219655
251,336981,219656
252,336981,219657
253,336981,219658
254,336981,219659
255,336981,219660
256,336981,219661
257,336981,219662
258,336981,219663
259,336981,219664
260,336981,219665
261,336981,219666
262,336981,219667
263,336981,219668
264,336981,219669
265,336981,219670
266,336981,219671
267,336981,219672
268,336981,219673
269,336981,219674
270,336982,219638
271,336982,219639
272,336982,219640
273,336982,219641
274,336982,219642
275,336982,219643
276,336982,219644
277,336982,219645
278,336982,219646
279,336982,219647
280,336982,219648
281,336982,219649
282,336982,219650
283,336982,219651
284,336982,219652
285,336982,219653
286,336982,219654
287,336982,219655
288,336982,219656
289,336982,219657
290,336982,219658
291,336982,219659
292,336982,219660
293,336982,219661
294,336982,219662
295,336982,219663
296,336982,219664
297,336982,219665
298,336982,219666
299,336982,219667
300,336982,219668
301,336982,219669
302,336982,219670
303,336982,219671
304,336982,219672
305,336982,219673
306,336982,219674
307,336982,219675
308,336982,219676
309,336982,219677
310,336982,219678
311,336983,219638
312,336983,219639
313,336983,219640
314,336983,219641
315,336983,219642
316,336983,219643
317,336983,219644
318,336983,219645
319,336983,219646
