,X,Y
0,2616,1663
1,2616,1664
2,2616,1665
3,2616,1666
4,2616,1667
5,2616,1668
6,2616,1669
7,2616,1670
8,2616,1671
9,2616,1672
10,2616,1673
11,2616,1674
12,2616,1675
13,2616,1676
14,2617,1663
15,2617,1664
16,2617,1665
17,2617,1666
18,2617,1667
19,2617,1668
20,2617,1669
21,2617,1670
22,2617,1671
23,2617,1672
24,2617,1673
25,2617,1674
26,2617,1675
27,2617,1676
28,2618,1663
29,2618,1664
30,2618,1665
31,2618,1666
32,2618,1667
33,2618,1668
34,2618,1669
35,2618,1670
36,2618,1671
37,2618,1672
38,2618,1673
39,2618,1674
40,2618,1675
41,2618,1676
42,2619,1663
43,2619,1664
44,2619,1665
45,2619,1666
46,2619,1667
47,2619,1668
48,2619,1669
49,2619,1670
50,2619,1671
51,2619,1672
52,2619,1673
53,2619,1674
54,2619,1675
55,2619,1676
56,2620,1663
57,2620,1664
58,2620,1665
59,2620,1666
60,2620,1667
61,2620,1668
62,2620,1669
63,2620,1670
64,2620,1671
65,2620,1672
66,2620,1673
67,2620,1674
68,2620,1675
69,2620,1676
70,2621,1663
71,2621,1664
72,2621,1665
73,2621,1666
74,2621,1667
75,2621,1668
76,2621,1669
77,2621,1670
78,2621,1671
79,2621,1672
80,2621,1673
81,2621,1674
82,2621,1675
83,2621,1676
84,2622,1663
85,2622,1664
86,2622,1665
87,2622,1666
88,2622,1667
89,2622,1668
90,2622,1669
91,2622,1670
92,2622,1671
93,2622,1672
94,2622,1673
95,2622,1674
96,2622,1675
97,2622,1676
98,2623,1663
99,2623,1664
100,2623,1665
101,2623,1666
102,2623,1667
103,2623,1668
104,2623,1669
105,2623,1670
106,2623,1671
107,2623,1672
108,2623,1673
109,2623,1674
110,2623,1675
111,2623,1676
112,2624,1663
113,2624,1664
114,2624,1665
115,2624,1666
116,2624,1667
117,2624,1668
118,2624,1669
119,2624,1670
120,2624,1671
121,2624,1672
122,2624,1673
123,2624,1674
124,2624,1675
125,2624,1676
126,2625,1663
127,2625,1664
128,2625,1665
129,2625,1666
130,2625,1667
131,2625,1668
132,2625,1669
133,2625,1670
134,2625,1671
135,2625,1672
136,2625,1673
137,2625,1674
138,2625,1675
139,2625,1676
140,2626,1663
141,2626,1664
142,2626,1665
143,2626,1666
144,2626,1667
145,2626,1668
146,2626,1669
147,2626,1670
148,2626,1671
149,2626,1672
150,2626,1673
151,2626,1674
152,2626,1675
153,2626,1676
154,2627,1663
155,2627,1664
156,2627,1665
157,2627,1666
158,2627,1667
159,2627,1668
160,2627,1669
161,2627,1670
162,2627,1671
163,2627,1672
164,2627,1673
165,2627,1674
166,2627,1675
167,2627,1676
168,2628,1663
169,2628,1664
170,2628,1665
171,2628,1666
172,2628,1667
173,2628,1668
174,2628,1669
175,2628,1670
176,2628,1671
177,2628,1672
178,2628,1673
179,2628,1674
180,2628,1675
181,2628,1676
