,X,Y
0,5347,3188
1,5347,3189
2,5347,3190
3,5347,3191
4,5347,3192
5,5347,3193
6,5347,3194
7,5347,3195
8,5347,3196
9,5347,3197
10,5347,3198
11,5347,3199
12,5347,3200
13,5347,3201
14,5347,3202
15,5347,3203
16,5347,3204
17,5347,3205
18,5347,3206
19,5347,3207
20,5347,3208
21,5347,3209
22,5347,3210
23,5347,3211
24,5347,3212
25,5347,3213
26,5347,3214
27,5347,3215
28,5347,3216
29,5348,3188
30,5348,3189
31,5348,3190
32,5348,3191
33,5348,3192
34,5348,3193
35,5348,3194
36,5348,3195
37,5348,3196
38,5348,3197
39,5348,3198
40,5348,3199
41,5348,3200
42,5348,3201
43,5348,3202
44,5348,3203
45,5348,3204
46,5348,3205
47,5348,3206
48,5348,3207
49,5348,3208
50,5348,3209
51,5348,3210
52,5348,3211
53,5348,3212
54,5348,3213
55,5348,3214
56,5348,3215
57,5348,3216
58,5349,3188
59,5349,3189
60,5349,3190
61,5349,3191
62,5349,3192
63,5349,3193
64,5349,3194
65,5349,3195
66,5349,3196
67,5349,3197
68,5349,3198
69,5349,3199
70,5349,3200
71,5349,3201
72,5349,3202
73,5349,3203
74,5349,3204
75,5349,3205
76,5349,3206
77,5349,3207
78,5349,3208
79,5349,3209
80,5349,3210
81,5349,3211
82,5349,3212
83,5349,3213
84,5349,3214
85,5349,3215
86,5349,3216
87,5350,3188
88,5350,3189
89,5350,3190
90,5350,3191
91,5350,3192
92,5350,3193
93,5350,3194
94,5350,3195
95,5350,3196
96,5350,3197
97,5350,3198
98,5350,3199
99,5350,3200
100,5350,3201
101,5350,3202
102,5350,3203
103,5350,3204
104,5350,3205
105,5350,3206
106,5350,3207
107,5350,3208
108,5350,3209
109,5350,3210
110,5350,3211
111,5350,3212
112,5350,3213
113,5350,3214
114,5350,3215
115,5350,3216
116,5351,3188
117,5351,3189
118,5351,3190
119,5351,3191
120,5351,3192
121,5351,3193
122,5351,3194
123,5351,3195
124,5351,3196
125,5351,3197
126,5351,3198
127,5351,3199
128,5351,3200
129,5351,3201
130,5351,3202
131,5351,3203
132,5351,3204
133,5351,3205
134,5351,3206
135,5351,3207
136,5351,3208
137,5351,3209
138,5351,3210
139,5351,3211
140,5351,3212
141,5351,3213
142,5351,3214
143,5351,3215
144,5351,3216
145,5352,3188
146,5352,3189
147,5352,3190
148,5352,3191
149,5352,3192
150,5352,3193
151,5352,3194
152,5352,3195
153,5352,3196
154,5352,3197
155,5352,3198
156,5352,3199
157,5352,3200
158,5352,3201
159,5352,3202
160,5352,3203
161,5352,3204
162,5352,3205
163,5352,3206
164,5352,3207
165,5352,3208
166,5352,3209
167,5352,3210
168,5352,3211
169,5352,3212
170,5352,3213
171,5352,3214
172,5352,3215
173,5352,3216
174,5353,3188
175,5353,3189
